No,Plot,Subplot,Species,Light_ISF,Light_Cat,Core,Soil,Adult,Sterile,Conspecific,Myco,SoilMyco,PlantDate,AMF,EMF,Phenolics,Lignin,NSC,Census,Time,Event,Harvest,Alive
3434,8,D,Prunus serotina,0.063,Low,2017,Prunus serotina,0,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,32.18,0.0,0.39,5.18,6.74,7,24.5,1.0,0,0
1546,4,D,Quercus rubra,0.073,Low,2016,Sterile,921,Sterile,Sterilized,EMF,Sterile,2018-06-07,10.34,4.8,2.71,26.16,11.4,21,73.5,1.0,0,0
1550,4,B,Quercus rubra,0.076,Med,2017,Sterile,1595,Sterile,Sterilized,EMF,Sterile,2018-06-07,12.51,3.48,2.77,25.43,11.4,33,115.5,0.0,0,1
3443,8,B,Quercus rubra,0.066,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,15.0,4.76,2.68,27.57,10.64,7,24.5,0.0,1,0
1555,4,B,Prunus serotina,0.076,Med,2016,Acer rubrum,1468,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,21.74,0.0,0.32,5.1,6.85,17,59.5,1.0,0,0
1565,4,D,Acer saccharum,0.073,Low,2017,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,2018-06-01,13.75,0.0,-0.09,10.94,11.53,18,63.0,1.0,0,0
3485,9,C,Acer saccharum,0.077,Med,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,2018-06-01,22.36,0.0,0.3,13.4,11.79,7,24.5,1.0,0,0
1571,4,B,Quercus alba,0.076,Med,2016,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,15.53,37.83,4.83,21.07,18.06,33,115.5,0.0,0,1
1573,4,B,Quercus alba,0.076,Med,2016,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,16.26,29.55,4.42,18.59,22.69,20,70.0,1.0,0,0
3521,9,C,Quercus alba,0.077,Med,2017,Quercus alba,1715,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,9.0,18.18,4.98,21.17,18.05,7,24.5,0.0,1,0
1580,4,D,Quercus alba,0.073,Low,2016,Populus grandidentata,277,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,18.88,43.68,4.61,21.36,18.14,33,115.5,0.0,0,1
3528,9,C,Quercus rubra,0.077,Med,2017,Sterile,984,Sterile,Sterilized,EMF,Sterile,2018-06-07,15.0,0.0,2.83,25.71,11.33,7,24.5,0.0,1,0
3531,9,A,Quercus alba,0.065,Low,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,23.0,35.0,4.91,26.98,15.02,7,24.5,0.0,1,0
3557,9,C,Quercus alba,0.077,Med,2016,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,5.0,14.29,4.82,19.13,21.9,7,24.5,0.0,1,0
3567,9,A,Quercus alba,0.065,Low,2017,Quercus alba,1205,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,9.0,22.73,4.85,20.68,18.87,7,24.5,0.0,1,0
3582,9,C,Quercus rubra,0.077,Med,2017,Quercus rubra,1454,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,10.0,27.27,2.41,27.62,6.05,7,24.5,0.0,1,0
1595,4,D,Quercus alba,0.073,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.85,38.42,3.78,19.23,20.26,33,115.5,0.0,0,1
3617,9,C,Acer saccharum,0.077,Med,2016,Sterile,1330,Sterile,Sterilized,AMF,Sterile,2018-06-07,9.0,0.0,-0.04,12.65,13.29,7,24.5,0.0,1,0
3619,9,A,Quercus alba,0.065,Low,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,15.0,35.71,3.71,25.81,13.15,7,24.5,0.0,1,0
3628,9,C,Quercus alba,0.077,Med,2017,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,0.0,42.86,5.18,22.84,16.92,7,24.5,0.0,1,0
3633,9,C,Prunus serotina,0.077,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,32.39,0.0,0.73,7.75,11.34,7,24.5,1.0,0,0
3634,9,C,Acer saccharum,0.077,Med,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,2018-06-01,20.0,0.0,0.28,16.82,12.58,7,24.5,0.0,1,0
1616,4,D,Acer saccharum,0.073,Low,2017,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,15.06,0.0,-0.04,13.53,12.37,17,59.5,1.0,0,0
3635,9,C,Quercus alba,0.077,Med,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,15.0,20.0,4.5,17.45,23.27,7,24.5,0.0,1,0
3683,9,E,Prunus serotina,0.071,Low,2017,Sterile,0,Sterile,Sterilized,AMF,Sterile,2018-06-05,5.0,0.0,0.27,5.45,8.46,7,24.5,0.0,1,0
1624,4,B,Quercus rubra,0.076,Med,2017,Quercus alba,1297,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,20.3,28.61,3.74,23.02,16.68,33,115.5,0.0,0,1
3696,9,B,Quercus alba,0.074,Low,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,0.0,40.0,4.47,22.23,17.59,7,24.5,0.0,1,0
3712,9,B,Quercus alba,0.074,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.0,62.75,3.67,17.1,21.81,7,24.5,0.0,1,0
1642,4,B,Quercus alba,0.076,Med,2017,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,15.53,37.83,4.83,21.07,18.06,33,115.5,0.0,0,1
3737,9,D,Quercus alba,0.073,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,13.0,32.56,3.7,19.76,19.15,7,24.5,0.0,1,0
1646,4,B,Quercus rubra,0.076,Med,2017,Quercus alba,1715,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,20.3,28.61,3.74,23.02,16.68,33,115.5,0.0,0,1
3766,9,B,Quercus rubra,0.074,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,11.0,8.33,2.63,23.74,12.23,7,24.5,0.0,1,0
3780,9,D,Quercus rubra,0.073,Low,2017,Sterile,1595,Sterile,Sterilized,EMF,Sterile,2018-06-07,8.0,0.0,3.29,22.48,15.96,7,24.5,0.0,1,0
1650,4,D,Acer saccharum,0.073,Low,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,AMF,EMF,2018-06-01,12.45,0.0,-0.23,10.93,11.4,18,63.0,1.0,0,0
3797,9,D,Quercus alba,0.073,Low,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,2018-06-07,3.0,0.0,3.27,18.59,22.02,7,24.5,0.0,1,0
1652,4,D,Acer saccharum,0.073,Low,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,AMF,EMF,2018-06-01,12.45,0.0,-0.23,10.93,11.4,18,63.0,1.0,0,0
3803,9,B,Acer saccharum,0.074,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,18.0,0.0,0.1,11.73,11.96,7,24.5,0.0,1,0
3811,9,D,Quercus alba,0.073,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,14.06,29.02,4.68,20.22,19.67,7,24.5,1.0,0,0
1658,4,B,Quercus alba,0.076,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.02,36.02,3.84,18.67,21.75,33,115.5,0.0,0,1
3812,9,D,Quercus alba,0.073,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,0.0,17.24,3.87,21.52,17.49,7,24.5,0.0,1,0
3817,9,B,Quercus rubra,0.074,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,11.0,11.43,2.75,27.82,9.55,7,24.5,0.0,1,0
3830,9,D,Acer saccharum,0.073,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,15.06,0.0,-0.04,13.53,12.37,7,24.5,1.0,0,0
3832,9,D,Quercus rubra,0.073,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,13.0,14.89,3.63,26.1,14.58,7,24.5,0.0,1,0
1664,4,B,Quercus alba,0.076,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.02,36.02,3.84,18.67,21.75,33,115.5,0.0,0,1
1665,4,B,Acer saccharum,0.076,Med,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.49,0.0,0.0,10.39,10.83,17,59.5,1.0,0,0
3833,9,D,Prunus serotina,0.073,Low,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,2018-06-05,0.0,0.0,0.35,9.29,10.64,7,24.5,0.0,1,0
3834,9,D,Quercus rubra,0.073,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,7.0,0.0,2.63,24.51,11.68,7,24.5,0.0,1,0
3835,9,B,Acer saccharum,0.074,Low,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,0.0,0.0,-0.08,10.03,10.67,7,24.5,0.0,1,0
1674,4,D,Acer saccharum,0.073,Low,2017,Acer saccharum,275,Non-Sterile,Conspecific,AMF,AMF,2018-06-01,13.75,0.0,-0.09,10.94,11.53,18,63.0,1.0,0,0
3843,9,B,Acer saccharum,0.074,Low,2016,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,2018-06-01,14.92,0.0,-0.07,11.05,11.54,7,24.5,1.0,0,0
3846,9,D,Quercus alba,0.073,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,2.0,62.5,4.46,21.62,17.55,7,24.5,0.0,1,0
3856,9,B,Quercus rubra,0.074,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.0,11.9,2.27,16.14,12.51,7,24.5,0.0,1,0
1685,4,D,Quercus rubra,0.073,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.02,10.99,2.52,24.51,11.5,18,63.0,1.0,0,0
1687,4,D,Quercus alba,0.073,Low,2016,Sterile,1205,Sterile,Sterilized,EMF,Sterile,2018-06-07,5.18,2.34,2.83,19.23,18.12,33,115.5,0.0,0,1
3864,9,D,Quercus rubra,0.073,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,29.0,20.51,2.7,26.54,11.09,7,24.5,0.0,1,0
1705,4,D,Quercus rubra,0.073,Low,2017,Quercus rubra,921,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,16.23,42.06,2.74,25.89,11.57,33,115.5,0.0,0,1
1710,4,D,Quercus alba,0.073,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.85,38.42,3.78,19.23,20.26,33,115.5,0.0,0,1
3865,9,D,Quercus rubra,0.073,Low,2017,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,12.0,31.15,3.43,27.63,13.45,7,24.5,0.0,1,0
3878,9,B,Quercus rubra,0.074,Low,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,2018-06-07,6.0,8.33,3.24,24.97,13.98,7,24.5,0.0,1,0
3883,9,D,Acer saccharum,0.073,Low,2017,Quercus rubra,970,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,12.63,0.0,-0.04,10.98,11.22,7,24.5,1.0,0,0
3890,10,A,Quercus alba,0.051,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,31.0,33.33,3.62,19.47,19.18,7,24.5,0.0,1,0
1728,4,D,Acer saccharum,0.073,Low,2017,Quercus alba,1478,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,15.06,0.0,-0.04,13.53,12.37,17,59.5,1.0,0,0
1730,5,A,Quercus alba,0.086,Med,2017,Quercus alba,1478,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,26.42,37.3,4.9,19.18,21.65,21,73.5,1.0,0,0
3892,10,A,Quercus rubra,0.051,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,10.0,38.6,3.31,25.79,14.86,7,24.5,0.0,1,0
3896,10,A,Quercus alba,0.051,Low,2017,Sterile,1297,Sterile,Sterilized,EMF,Sterile,2018-06-07,12.0,4.55,1.97,17.37,19.22,7,24.5,0.0,1,0
1737,5,A,Quercus rubra,0.086,Med,2017,Acer saccharum,1757,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,23.14,51.73,3.81,26.81,14.69,33,115.5,0.0,0,1
3898,10,C,Prunus serotina,0.075,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,13.0,0.0,0.64,6.87,10.99,7,24.5,0.0,1,0
1741,5,C,Quercus alba,0.098,Med,2016,Populus grandidentata,1201,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,20.63,25.93,4.99,19.06,22.55,33,115.5,0.0,0,1
1742,5,C,Quercus alba,0.098,Med,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,2018-06-07,11.42,13.61,3.75,18.84,21.64,33,115.5,0.0,0,1
1743,5,C,Quercus rubra,0.098,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.7,21.83,3.5,26.77,14.38,19,66.5,1.0,0,0
3901,10,C,Acer saccharum,0.075,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,17.0,0.0,0.04,9.43,9.06,7,24.5,0.0,1,0
1753,5,A,Acer saccharum,0.086,Med,2016,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,2018-06-01,17.06,0.0,-0.01,13.73,12.05,18,63.0,1.0,0,0
3903,10,C,Quercus alba,0.075,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,14.0,44.68,4.85,24.97,15.69,7,24.5,0.0,1,0
3909,10,A,Quercus rubra,0.051,Low,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,12.0,16.67,2.46,21.0,12.53,7,24.5,0.0,1,0
1760,5,C,Quercus alba,0.098,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.66,34.38,4.15,19.17,22.01,33,115.5,0.0,0,1
1764,5,C,Quercus alba,0.098,Med,2016,Sterile,1715,Sterile,Sterilized,EMF,Sterile,2018-06-07,11.42,13.61,3.75,18.84,21.64,23,80.5,1.0,0,0
1772,5,A,Acer saccharum,0.086,Med,2016,Populus grandidentata,118,Non-Sterile,Heterospecific,AMF,EMF,2018-06-01,15.37,0.0,-0.03,13.92,12.05,18,63.0,1.0,0,0
3917,10,C,Quercus rubra,0.075,Low,2017,Sterile,1688,Sterile,Sterilized,EMF,Sterile,2018-06-07,11.0,0.0,2.76,28.24,9.91,7,24.5,0.0,1,0
1784,5,A,Quercus rubra,0.086,Med,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.35,28.34,3.33,25.06,15.0,33,115.5,0.0,0,1
3920,10,C,Acer saccharum,0.075,Low,2016,Quercus alba,415,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,0.0,0.0,-0.23,10.67,11.69,7,24.5,0.0,1,0
3926,10,A,Prunus serotina,0.051,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,22.0,0.0,0.17,4.84,4.7,7,24.5,0.0,1,0
3929,10,A,Acer saccharum,0.051,Low,2016,Acer saccharum,1330,Non-Sterile,Conspecific,AMF,AMF,2018-06-04,16.58,0.0,-0.23,9.41,9.81,7,24.5,1.0,0,0
3930,10,A,Acer saccharum,0.051,Low,2017,Quercus rubra,984,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,1.23,0.0,0.13,11.46,11.47,7,24.5,0.0,1,0
1793,5,C,Quercus rubra,0.098,Med,2017,Acer saccharum,561,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,29.36,40.36,3.82,26.68,14.74,33,115.5,0.0,0,1
1804,5,A,Quercus alba,0.086,Med,2017,Quercus rubra,1454,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,24.89,38.65,5.19,19.47,20.84,20,70.0,1.0,0,0
1808,5,A,Quercus alba,0.086,Med,2017,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,18.23,22.62,4.96,18.6,22.13,33,115.5,0.0,0,1
1813,5,C,Quercus rubra,0.098,Med,2016,Populus grandidentata,285,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,19.03,28.02,3.69,20.43,18.5,33,115.5,0.0,0,1
1816,5,C,Quercus rubra,0.098,Med,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,19.7,21.83,3.5,26.77,14.38,33,115.5,0.0,0,1
3931,10,A,Prunus serotina,0.051,Low,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,9.0,0.0,-0.09,4.6,7.26,7,24.5,0.0,1,0
1821,5,A,Acer saccharum,0.086,Med,2017,Acer saccharum,561,Non-Sterile,Conspecific,AMF,AMF,2018-06-01,18.1,0.0,0.48,13.62,12.36,18,63.0,1.0,0,0
3936,10,C,Prunus serotina,0.075,Low,2017,Sterile,0,Sterile,Sterilized,AMF,Sterile,2018-06-05,4.0,0.0,0.0,4.63,8.32,7,24.5,0.0,1,0
1829,5,C,Quercus alba,0.098,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,12.77,22.8,4.66,17.64,23.94,33,115.5,0.0,0,1
3948,10,A,Quercus rubra,0.051,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,8.0,0.0,3.26,18.85,17.53,7,24.5,0.0,1,0
3952,10,C,Quercus rubra,0.075,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.0,65.63,3.62,20.83,17.83,7,24.5,0.0,1,0
3954,10,C,Prunus serotina,0.075,Low,2017,Sterile,689,Sterile,Sterilized,AMF,Sterile,2018-06-05,15.0,0.0,0.27,5.06,8.07,7,24.5,0.0,1,0
1839,5,A,Quercus rubra,0.086,Med,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,2018-06-07,6.48,10.73,3.46,24.52,15.13,33,115.5,0.0,0,1
3993,10,C,Quercus rubra,0.075,Low,2016,Populus grandidentata,394,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,21.0,44.9,3.41,31.66,13.97,7,24.5,0.0,1,0
1853,5,C,Quercus rubra,0.098,Med,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,29.36,40.36,3.82,26.68,14.74,33,115.5,0.0,0,1
1854,5,C,Quercus alba,0.098,Med,2017,Prunus serotina,1027,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.66,34.38,4.15,19.17,22.01,33,115.5,0.0,0,1
3998,10,A,Quercus rubra,0.051,Low,2016,Quercus alba,1320,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,21.0,54.55,3.7,29.14,14.24,7,24.5,0.0,1,0
4005,10,A,Quercus rubra,0.051,Low,2017,Acer rubrum,50,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,14.0,8.89,2.96,25.54,13.33,7,24.5,0.0,1,0
4020,10,A,Acer saccharum,0.051,Low,2016,Acer rubrum,1332,Non-Sterile,Heterospecific,AMF,AMF,2018-06-04,15.0,0.0,-0.39,9.21,8.63,7,24.5,0.0,1,0
1869,5,C,Quercus alba,0.098,Med,2016,Quercus rubra,1688,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,14.5,37.47,5.23,21.24,18.26,33,115.5,0.0,0,1
4022,10,A,Acer saccharum,0.051,Low,2016,Acer rubrum,1326,Non-Sterile,Heterospecific,AMF,AMF,2018-06-04,2.0,0.0,-0.54,10.24,11.58,7,24.5,0.0,1,0
1875,5,A,Quercus alba,0.086,Med,2016,Quercus alba,1320,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,26.42,37.3,4.9,19.18,21.65,21,73.5,1.0,0,0
4029,10,C,Quercus rubra,0.075,Low,2016,Quercus alba,1478,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,17.0,4.55,3.53,24.11,15.7,7,24.5,0.0,1,0
4034,10,A,Acer saccharum,0.051,Low,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,2018-06-04,15.87,0.0,-0.34,9.59,9.44,7,24.5,1.0,0,0
4043,10,C,Acer saccharum,0.075,Low,2017,Sterile,1757,Sterile,Sterilized,AMF,Sterile,2018-06-07,2.0,0.0,-0.2,9.19,9.39,7,24.5,0.0,1,0
4045,10,C,Quercus rubra,0.075,Low,2017,Acer rubrum,1384,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,7.0,5.26,3.09,28.82,11.85,7,24.5,0.0,1,0
4046,10,C,Quercus rubra,0.075,Low,2017,Quercus rubra,984,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,20.0,50.0,3.91,21.31,18.26,7,24.5,0.0,1,0
1892,5,A,Acer saccharum,0.086,Med,2017,Sterile,1330,Sterile,Sterilized,AMF,Sterile,2018-06-07,9.09,0.0,0.06,12.41,12.37,23,80.5,1.0,0,0
4056,10,A,Quercus alba,0.051,Low,2017,Quercus alba,1715,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,16.0,30.23,4.37,21.77,17.34,7,24.5,0.0,1,0
4069,10,A,Quercus rubra,0.051,Low,2016,Acer saccharum,1323,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,22.0,46.34,3.82,27.25,14.41,7,24.5,0.0,1,0
1897,5,A,Quercus rubra,0.086,Med,2016,Sterile,984,Sterile,Sterilized,EMF,Sterile,2018-06-07,6.48,10.73,3.46,24.52,15.13,21,73.5,1.0,0,0
4074,10,A,Quercus alba,0.051,Low,2016,Acer saccharum,961,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,29.0,5.56,4.44,23.63,16.13,7,24.5,0.0,1,0
1900,5,C,Acer saccharum,0.098,Med,2016,Quercus alba,1320,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,14.56,0.0,0.05,14.23,12.65,17,59.5,1.0,0,0
1904,5,C,Acer saccharum,0.098,Med,2017,Quercus rubra,1595,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,12.24,0.0,0.14,14.27,12.11,17,59.5,1.0,0,0
4078,10,E,Prunus serotina,0.072,Low,2017,Sterile,1027,Sterile,Sterilized,AMF,Sterile,2018-06-05,0.0,0.0,0.22,5.3,8.2,7,24.5,0.0,1,0
1908,5,C,Acer saccharum,0.098,Med,2016,Sterile,275,Sterile,Sterilized,AMF,Sterile,2018-06-06,8.44,0.0,0.04,12.15,12.18,33,115.5,1.0,0,0
1909,5,A,Acer saccharum,0.086,Med,2017,Acer saccharum,961,Non-Sterile,Conspecific,AMF,AMF,2018-06-01,18.1,0.0,0.48,13.62,12.36,18,63.0,1.0,0,0
4083,10,C,Quercus rubra,0.075,Low,2017,Sterile,921,Sterile,Sterilized,EMF,Sterile,2018-06-07,5.0,0.0,2.97,24.77,12.7,7,24.5,0.0,1,0
1915,5,A,Acer saccharum,0.086,Med,2017,Acer rubrum,1386,Non-Sterile,Heterospecific,AMF,AMF,2018-06-01,17.06,0.0,-0.01,13.73,12.05,18,63.0,1.0,0,0
1917,5,E,Quercus rubra,0.077,Med,2017,Quercus alba,1478,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,19.14,28.36,3.74,23.03,16.63,33,115.5,0.0,0,1
1918,5,E,Quercus rubra,0.077,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,18.48,29.0,3.11,25.27,13.05,33,115.5,0.0,0,1
1919,5,E,Quercus rubra,0.077,Med,2017,Acer rubrum,1468,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,21.22,28.13,3.52,26.83,13.94,33,115.5,0.0,0,1
1920,5,C,Quercus alba,0.098,Med,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.66,34.38,4.15,19.17,22.01,33,115.5,0.0,0,1
4084,10,C,Quercus alba,0.075,Low,2017,Sterile,1205,Sterile,Sterilized,EMF,Sterile,2018-06-07,26.0,0.0,3.45,24.23,15.43,7,24.5,0.0,1,0
4094,10,E,Quercus rubra,0.072,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,14.0,36.36,2.48,25.81,11.42,7,24.5,0.0,1,0
1930,5,A,Quercus rubra,0.086,Med,2016,Sterile,1595,Sterile,Sterilized,EMF,Sterile,2018-06-07,6.48,10.73,3.46,24.52,15.13,21,73.5,1.0,0,0
4111,10,B,Quercus rubra,0.072,Low,2017,Quercus alba,1715,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,12.0,32.76,3.55,20.38,18.18,7,24.5,0.0,1,0
4114,10,E,Acer saccharum,0.072,Low,2016,Acer saccharum,1323,Non-Sterile,Conspecific,AMF,AMF,2018-06-04,13.33,0.0,-0.18,11.17,11.73,7,24.5,0.0,1,0
1935,5,E,Prunus serotina,0.077,Med,2016,Acer rubrum,1384,Non-Sterile,Heterospecific,AMF,AMF,2018-06-05,23.53,0.0,0.34,5.15,6.72,17,59.5,1.0,0,0
1938,5,C,Acer saccharum,0.098,Med,2016,Quercus rubra,1454,Non-Sterile,Heterospecific,AMF,EMF,2018-06-04,12.24,0.0,0.14,14.27,12.11,17,59.5,1.0,0,0
4118,10,D,Prunus serotina,0.06,Low,2017,Prunus serotina,689,Non-Sterile,Conspecific,AMF,AMF,2018-06-08,34.02,0.0,0.4,5.25,6.91,7,24.5,1.0,0,0
4121,10,D,Quercus alba,0.06,Low,2017,Sterile,1478,Sterile,Sterilized,EMF,Sterile,2018-06-07,11.0,0.0,2.55,18.94,19.22,7,24.5,0.0,1,0
1943,5,C,Quercus alba,0.098,Med,2017,Populus grandidentata,891,Non-Sterile,Heterospecific,EMF,EMF,2018-06-07,20.63,25.93,4.99,19.06,22.55,33,115.5,0.0,0,1
4129,10,B,Quercus rubra,0.072,Low,2017,Prunus serotina,0,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.0,10.34,2.32,22.68,12.28,7,24.5,0.0,1,0
4130,10,E,Prunus serotina,0.072,Low,2017,Quercus rubra,921,Non-Sterile,Heterospecific,AMF,EMF,2018-06-07,32.85,0.0,0.69,7.94,11.64,7,24.5,1.0,0,0
1949,5,B,Quercus rubra,0.091,Med,2017,Acer saccharum,275,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,24.97,45.68,3.83,26.75,14.85,33,115.5,0.0,0,1
4165,10,B,Quercus alba,0.072,Low,2017,Prunus serotina,689,Non-Sterile,Heterospecific,EMF,AMF,2018-06-07,17.0,5.45,3.33,19.78,19.13,7,24.5,0.0,1,0
1963,5,B,Quercus rubra,0.091,Med,2017,Quercus rubra,970,Non-Sterile,Conspecific,EMF,EMF,2018-06-07,18.49,29.93,3.61,25.97,14.58,33,115.5,0.0,0,1
